person_id,name,position,current_level,suggested_level,gap,overall,role_score,role,grades,club,league
22569,Zhang Chengdong,CM,76,66,10,65,66,Mezzala,45,,
15597,Nélson Oliveira,CF,76,66,10,66,66,Poacher,43,Vitória Guimarães,
24415,Hugo Vallejo,AM,76,66,10,66,66,Trequartista,43,Piast Gliwice,Ekstraklasa
22445,Duan Liuyu,AM,76,66,10,67,66,Trequartista,42,,
19901,Marko Livaja,CF,76,66,10,67,66,Poacher,52,HNK Hajduk Split,Croatian Football League
19573,Viktor Claesson,CF,76,66,10,67,66,Prima Punta,52,"FC Copenhagen
",
24429,T. Gulliksen,AM,76,66,10,67,66,Trequartista,42,Djurgårdens IF,
23544,S. Väänänen,CM,76,66,10,66,66,Metodista,46,Rosenborg,
21008,A. Zehnter,CM,76,66,10,68,66,Mezzala,47,Wolfsburg,Bundesliga
23549,A. Păun,AM,76,66,10,68,66,Trequartista,43,,
24437,S. Mørk,CM,76,66,10,65,66,Metodista,46,Sandefjord Football,
26642,E. Olsson,CM,76,66,10,63,66,Tuttocampista,45,Lechia Gdańsk,
18401,Vitor Carvalho,CM,76,66,10,68,66,Metodista,46,Braga,Liga Portugal
26657,F. Loftesnes-Bjune,CM,76,66,10,65,66,Mezzala,44,Sandefjord Football,
23180,E. Grozdanic,CM,76,66,10,64,66,Tuttocampista,47,IFK Värnamo,Allsvenskan
23555,M. Themsen,WM,76,66,10,64,66,Winger,47,Randers FC,Danish Superliga
24446,C. Hüseynov,CM,76,66,10,66,66,Metodista,46,FC Arda Kardzhali,
17962,Tiémoué Bakayoko,CM,76,66,10,68,66,Metodista,41,PAOK,
21271,M. Broholm,WM,76,66,10,66,66,Winger,46,Lille,Ligue 1
19214,Oscar Perea,WF,76,66,10,65,66,Inside Forward,43,,
26680,C. Hollman,CM,76,66,10,66,66,Mezzala,46,Western Sydney,
23083,S. Sidler,CM,76,66,10,65,66,Tuttocampista,47,Winterthur,
21262,J. Dirksen,CM,76,66,10,65,66,Metodista,46,Go Ahead Eagles,Eredivisie
26746,F. Ricca,CM,76,66,10,66,66,Metodista,45,Ba,
10592,Elseid Hysaj,WD,76,66,10,69,66,Lateral,41,Lazio,Serie A
23574,M. Pajač,AM,76,66,10,68,66,Trequartista,44,Lokomotiva,
26780,S. Szota,CM,76,66,10,64,66,Tuttocampista,45,MZKS Arka Gdynia,
11206,Furkan Soyalp,CF,76,66,10,68,66,Poacher,43,Kayserispor,Süper Lig
26811,M. Guillaumier,CM,76,66,10,66,66,Mezzala,45,Panserraikos,
21380,S. Ltaief,WM,76,66,10,68,66,Winger,47,Sparta Rotterdam,Eredivisie
23580,T. Belmonte,CM,76,66,10,67,66,Mezzala,45,Boca Juniors,Liga de Voleibol Argentina – Serie A1
23182,J. Portilla,CM,76,66,10,65,66,Mezzala,46,Ba,
26858,Joan Sastre,CM,76,66,10,67,66,Metodista,46,PAOK,
26882,Gustavo Marins,CM,76,66,10,64,66,Metodista,45,Farul Constanța,
10862,Fabian Herbers,CF,76,66,10,71,66,Poacher,32,Chicago Fire,Major League Soccer
14698,Mason Bennett,CF,76,66,10,71,66,Poacher,32,Burton Albion,League One
20010,Vincent Janssen,CF,76,66,10,69,66,Poacher,44,Royal Antwerp,
26922,J. Urbančič,CM,76,66,10,65,66,Metodista,45,Víkingur,
18701,Yunus Emre Çift,DM,76,66,10,66,66,Sentinelle,45,Samsunspor,
11124,Francis Amuzu,CF,76,66,10,70,66,Poacher,42,Anderlecht,Belgian Pro League
23593,A. Nguiamba,CM,76,66,10,65,66,Mezzala,45,MZKS Arka Gdynia,
23594,M. Divković,CM,76,66,10,67,66,Metodista,47,,
23597,N. Vallys,AM,76,66,10,68,66,Trequartista,43,,
22438,T. Căpușă,CM,76,66,10,64,66,Tuttocampista,47,,
16423,Rafael Czichos,CD,76,66,10,67,66,Stopper,41,Chicago Fire,Major League Soccer
26994,J. Therkelsen,WM,76,66,10,67,66,Winger,46,OM,Ligue 1
12899,Jordan Bowery,CF,76,66,10,70,66,Poacher,32,Mansfield Town,
12007,Isaac Kiese Thelin,CF,76,66,10,67,66,Poacher,51,Malmö FF,Allsvenskan
7671,Aaron Pierre,CD,76,66,10,68,66,Zagueiro,32,,
12573,Jeremy Sarmiento,AM,76,66,10,71,66,Trequartista,32,Cremonese,
22386,Cao Yongjing,WM,76,66,10,67,66,Winger,46,Beijing Guoan,
17832,Taylor Washington,CD,76,66,10,67,66,Zagueiro,32,Philadelphia Union,Major League Soccer
12932,Jordan Slew,CF,76,66,10,67,66,Poacher,34,Plymouth Argyle,Championship
15159,Miguel Rubio,CD,76,66,10,64,66,Stopper,41,Espanyol,La Liga
11885,Ian Subiabre,WF,76,66,10,63,66,Extremo,42,River Plate,
22940,M. Rygaard,AM,76,66,10,68,66,Trequartista,43,BK Häcken,Allsvenskan
24534,J. Valadon,CM,76,66,10,62,66,Metodista,47,Melbourne Victory,
24537,L. Kelly-Heald,CM,76,66,10,63,66,Metodista,47,Wellington Phoenix,A-League Men
5633,Pablo,CF,76,66,10,64,66,Prima Punta,42,Gil Vicente,
27286,A. Mosór,CM,76,66,10,63,66,Metodista,46,Raków Częstochowa,Ekstraklasa
27346,A. Šušnjar,CM,76,66,10,64,66,Mezzala,45,Newcastle Jets,
8832,Ayoub El Kaabi,CF,76,66,10,68,66,Poacher,44,Olympiacos,
12048,Israel Boatwright,CD,76,66,10,67,66,Zagueiro,32,Inter Miami CF,Major League Soccer
18031,Tom Anderson,CD,76,66,10,67,66,Zagueiro,32,Doncaster Rovers,
16969,Ryan Sailor,CD,76,66,10,67,66,Zagueiro,32,Inter Miami CF,Major League Soccer
16331,Pierre Ekwah,CM,76,66,10,67,66,Metodista,41,Watford,Championship
5467,Nicolás Gaitán,WF,76,66,10,71,66,Inside Forward,34,,
9624,Christopher Wooh,CD,76,66,10,68,66,Zagueiro,41,Rennes,Ligue 1
16943,Ryan Fraser,WF,76,66,10,67,66,Extremo,52,Southampton,Premier League
17718,Sunusi Ibrahim,CF,76,66,10,69,66,Poacher,32,,
23192,F. Rasmussen,CM,76,66,10,65,66,Metodista,46,Godoy Cruz,
15472,Myron van Brederode,WF,76,66,10,68,66,Inside Forward,43,KV Mechelen,Belgian Pro League
20989,J. Olaitan,WM,76,66,10,69,66,Winger,47,Göztepe AŞ,
12411,Jared Stroud,CF,76,66,10,64,66,Prima Punta,42,St. Louis City SC,Major League Soccer
20985,O. Provstgaard,CM,76,66,10,66,66,Metodista,45,Lazio,Serie A
24575,K. Barslund,CM,76,66,10,64,66,Metodista,45,Brommapojkarna,
16773,Rodrigo Schlegel,CM,76,66,10,60,66,Tuttocampista,46,Racing Club,Argentine Primera División
21725,B. Rovira,CM,76,66,10,65,66,Metodista,46,OL,
17376,Shane Blaney,CD,76,66,10,68,66,Zagueiro,32,Motherwell,
18098,Tomas Pondeca,CM,76,66,10,66,66,Metodista,32,FC Dallas,Major League Soccer
18308,Varol Tasar,WF,76,66,10,70,66,Inside Forward,32,Servette,
18475,Wes Burns,WF,76,66,10,66,66,Inside Forward,51,Ipswich Town,Premier League
5501,Nile Ranger,CF,76,66,10,70,66,Poacher,34,,
16851,Rory McKenzie,CF,76,66,10,70,66,Poacher,32,Kilmarnock,
24589,I. Biceanu,CM,76,66,10,67,66,Tuttocampista,45,,
16702,Robert Castellanos,CD,76,66,10,67,66,Zagueiro,32,LA Galaxy,Major League Soccer
18366,Villads Nielsen,CD,76,66,10,64,66,Zagueiro,41,Bodø/Glimt,
10804,Ethan Bartlow,CD,76,66,10,62,66,Stopper,40,Houston Dynamo FC,Major League Soccer
22300,T. Golliard,AM,76,66,10,66,66,Trequartista,43,Winterthur,
17054,Sam Barnes,CD,76,66,10,68,66,Zagueiro,32,Blackburn Rovers,Championship
15144,Miguel Borja,CF,76,66,10,65,66,Prima Punta,43,River Plate,
22294,O. Urhoghide,CM,76,66,10,64,66,Metodista,46,FC Dallas,Major League Soccer
18760,Zavier Gozo,CM,76,66,10,62,66,Metodista,46,Real Salt Lake,Major League Soccer
10758,Erik Holt,CD,76,66,10,68,66,Zagueiro,32,Real Salt Lake,Major League Soccer
13039,Josh Coburn,CF,76,66,10,64,66,Poacher,43,Millwall,Championship
23204,P. Dahbo,WM,76,66,10,67,66,Winger,46,BK Häcken,Allsvenskan
17546,Sota Kitahara,CM,76,66,10,68,66,Metodista,32,Seattle Sounders FC,Major League Soccer
16410,Radovan Pankov,CD,76,66,10,68,66,Zagueiro,32,FC Ural,
13380,Kayden Pierre,CD,76,66,10,67,66,Zagueiro,32,Genk,
12893,Jordan Amavi,WD,76,66,10,68,66,Carrilero,41,Brest,Ligue 1
21181,Rubén Sánchez,CM,76,66,10,69,66,Mezzala,46,Espanyol,La Liga
17690,Stiven Jimenez,CD,76,66,10,66,66,Zagueiro,32,FC Cincinnati,Major League Soccer
16958,Ryan Loft,CF,76,66,10,68,66,Poacher,32,Carlisle United,League One
15176,Mikael Antonsson,CF,76,66,10,66,66,Poacher,44,"FC Copenhagen
",
24611,N. Beloko,CM,76,66,10,66,66,Tuttocampista,47,Lausanne,
8929,Belal Halbouni,CD,76,66,10,61,66,Stopper,41,Vancouver Whitecaps FC,Major League Soccer
7766,Abdullah Madu,CM,76,66,10,60,66,Relayeur,45,Al-Ettifaq,
15433,Muharem Huskovic,CF,76,66,10,70,66,Poacher,32,Austria Vienna,
10462,Eamonn Brophy,CF,76,66,10,71,66,Poacher,32,,
22647,A. Musi,WM,76,66,10,66,66,Winger,47,Dinamo Bucureşti,
15526,Nathan,CF,76,66,10,68,66,Prima Punta,50,FC Famalicão,Liga Portugal
6854,Stefano Mauri,CF,76,66,10,70,66,Poacher,43,Brescia,Serie B
15781,Noel Futkeu,CF,76,66,10,67,66,Poacher,32,Eintracht Frankfurt,Bundesliga
7448,Wellington Silva,CF,76,66,10,71,66,Poacher,30,,
13159,Jules-Anthony Vilsaint,CF,76,66,10,67,66,Poacher,32,CF Montréal,Major League Soccer
9771,Couhaib Driouech,CF,76,66,10,66,66,Poacher,43,PSV,Eredivisie
23672,Yang Haoyu,WM,76,66,10,63,66,Winger,46,Shanghai Shenhua,
21178,J. Duverne,CM,76,66,10,66,66,Tuttocampista,45,Gent,
8746,Artur Jorge,CD,76,66,10,69,66,Zagueiro,32,Al-Shahania S.C.,
3662,Juan Carlos Medina,WM,76,66,10,64,66,Winger,35,,
12875,Jonathan Rodríguez,CF,76,66,10,73,66,Poacher,32,Deportivo,Primera División RFEF 2021-22
21256,Óscar Rivas,CM,76,66,10,65,66,Metodista,46,Vitória Guimarães,
22276,S. Stroscio,CM,76,66,10,64,66,Metodista,47,Grasshoppers,
16649,Ricky van Wolfswinkel,CF,76,66,10,67,66,Poacher,55,FC Twente,Vrouwen Eredivisie
23682,Zhao Honglüe,CM,76,66,10,64,66,Mezzala,45,,
21357,O. Richards,CM,76,66,10,65,66,Mezzala,46,Rio Ave,
21352,C. Egan-Riley,CM,76,66,10,64,66,Mezzala,45,Marseille,Ligue 1
12699,Joaquín Sosa,CD,76,66,10,61,66,Stopper,40,CF Montréal,Major League Soccer
12648,Jizz Hornkamp,CF,76,66,10,70,66,Poacher,43,Heracles,
16378,Queensy Menig,CF,76,66,10,71,66,Poacher,32,Sivasspor,TFF First League
9743,Conor McCarthy,CD,76,66,10,68,66,Zagueiro,32,Hull City,Championship
21254,L. Vallier,WM,76,66,10,67,66,Winger,46,Nacional,
20937,T. Yegbe,CM,76,66,10,66,66,Metodista,46,Metz,Ligue 2
24661,A. Wikman,CM,76,66,10,65,66,Metodista,44,Sirius,
15889,Oliver Norburn,CM,76,66,10,71,66,Metodista,32,Blackpool,League One
21347,T. Touré,WM,76,66,10,68,66,Winger,47,Gil Vicente,
22931,Álex Pozo,CM,76,66,10,67,66,Mezzala,47,Jagiellonia Białystok,Ekstraklasa
21176,A. Ait Boudlal,CM,76,66,10,65,66,Metodista,46,Rennes,Ligue 1
22523,Ye Chugui,WM,76,66,10,67,66,Winger,46,,
23684,J. Girdwood-Reich,CM,76,66,10,63,66,Metodista,47,Auckland City,
8718,Aron Dønnum,WF,76,66,10,69,66,Inside Forward,53,Toulouse,
22265,Wang Shangyuan,CM,76,66,10,66,66,Metodista,47,,
9214,Brian White,CF,76,66,10,71,66,Poacher,32,New York Red Bulls,
11943,Iker Bravo,CF,76,66,10,69,66,Poacher,32,Udinese,Serie A
8951,Ben House,CF,76,66,10,70,66,Poacher,32,Swindon Town,
24679,J. Bjartalíð,AM,76,66,10,65,66,Trequartista,42,Fredrikstad,
20684,P. Treu,CM,76,66,10,69,66,Mezzala,47,Freiburg,Bundesliga
13982,Lisandro López,CF,76,66,10,67,66,Prima Punta,43,Racing Club,Argentine Primera División
9832,Daan Rots,CF,76,66,10,67,66,Poacher,43,FC Twente,Vrouwen Eredivisie
22625,B. Krasniqi,WM,76,66,10,66,66,Winger,47,FC Zürich,Swiss Super League
15275,Modibo Sagnan,CD,76,66,10,65,66,Stopper,50,Rizespor,
18069,Tom Nichols,CF,76,66,10,71,66,Poacher,32,Peterborough United,League One
9393,Carlos Harvey,CD,76,66,10,64,66,Stopper,40,LA Galaxy,Major League Soccer
12486,Jayden Stockley,CF,76,66,10,68,66,Poacher,34,Fleetwood Town,League Two
17078,Sam Larsson,CF,76,66,10,68,66,Poacher,43,Fatih Karagümrük,
8341,Amari'i Bell,WD,76,66,10,67,66,Carrilero,50,Charlton Athletic,League One
16513,Raúl Ruidíaz,CF,76,66,10,72,66,Poacher,32,Universitario,
9638,Ciaran Kelly,CD,76,66,10,67,66,Zagueiro,33,Drogheda United FC,
8562,Anis Ben Slimane,CM,76,66,10,67,66,Metodista,47,Norwich City,Championship
21827,É. Godoy,CM,75,65,10,61,65,Metodista,46,Gent,
21833,S. Vega,CM,75,65,10,63,65,Mezzala,45,Millonarios,Categoría Primera A
21828,A. Cuello,WF,75,65,10,62,65,Inside Forward,43,Sportivo San Lorenzo,
21829,A. Lescano,WM,75,65,10,65,65,Winger,46,Gent,
21831,F. Pereyra,CM,75,65,10,62,65,Metodista,46,Huracán,
12214,Jahkeele Marshall-Rutty,CF,75,65,10,68,65,Poacher,32,CF Montréal,Major League Soccer
17665,Steven Fletcher,CF,75,65,10,68,65,Poacher,34,Wrexham,
22541,L. Langoni,WM,75,65,10,64,65,Winger,46,New England Revolution,Major League Soccer
17543,Søren Tengstedt,CF,75,65,10,69,65,Poacher,32,Go Ahead Eagles,Eredivisie
17760,Takuma Asano,WF,75,65,10,64,65,Inside Forward,53,Mallorca,La Liga
971,Bryan Linssen,CF,75,65,10,70,65,Poacher,31,NEC,
23065,Kenedy,WF,75,65,10,66,65,Inside Forward,43,CF Pachuca,Liga MX
2816,Guyon Fernandez,CF,75,65,10,69,65,Poacher,32,ADO Den Haag,Eerste Divisie
22536,F. Torijano,CM,75,65,10,62,65,Relayeur,45,Independiente Medellín,
22535,A. Molinas,CM,75,65,10,64,65,Metodista,46,Defensa y Justicia,Argentine Primera División
10976,Felipe Mora,CF,75,65,10,64,65,Prima Punta,43,Pumas UNAM,Liga MX
23093,E. Meza,WM,75,65,10,64,65,Winger,46,Estudiantes,
17874,Theo Bair,CF,75,65,10,65,65,Poacher,52,Auxerre,Ligue 1
10924,Faiz Mattoir,CF,75,65,10,68,65,Poacher,32,,
22532,D. Hickson,WF,75,65,10,65,65,Inside Forward,42,,
23059,Ricardo Matos,CF,75,65,10,64,65,Poacher,44,Argeș Pitești,
22555,T. Keskinen,WF,75,65,10,67,65,Inside Forward,43,Aberdeen,
9406,Carlos Strandberg,CF,75,65,10,69,65,Poacher,32,Hatayspor,TFF First League
8872,Bamo Meïté,CD,75,65,10,62,65,Zagueiro,50,Lorient,Ligue 2
16878,Rubén Alcaraz,CM,75,65,10,69,65,Metodista,41,Cadiz,Segunda División
22528,K. Nisbet,CF,75,65,10,65,65,Poacher,43,Aberdeen,
18062,Tom Lawrence,WF,75,65,10,66,65,Inside Forward,43,Rangers FC,
22525,Zhang Yuning,CF,75,65,10,67,65,Poacher,42,Beijing Guoan,
21795,E. Tagseth,CM,75,65,10,63,65,Mezzala,46,Nashville SC,USL Championship
23129,M. Fornalczyk,WM,75,65,10,62,65,Winger,47,Widzew Łódz,
21475,E. Ahlstrand,WD,75,65,10,66,65,Carrilero,41,Heracles,
22512,V. Costache,CF,75,65,10,64,65,Poacher,44,AFC UTA Arad,
10551,Elif Elmas,AM,75,65,10,70,65,Trequartista,43,Napoli,Serie A
21562,Gabriel Strefezza,WM,75,65,10,67,65,Winger,47,Parma,Serie A
13284,Kaide Gordon,WF,75,65,10,67,65,Inside Forward,32,Liverpool,Premier League
22509,G. Luján,CM,75,65,10,64,65,Metodista,46,Inter Miami CF,Major League Soccer
17527,Sontje Hansen,CF,75,65,10,64,65,Prima Punta,43,Middlesbrough,Championship
17211,Sava-Arangel Čestić,CD,75,65,10,63,65,Stopper,41,Heracles,
18328,Vicente Besuijen,CF,75,65,10,68,65,Poacher,32,HJK Helsinki,
18509,Will Keane,AM,75,65,10,71,65,Trequartista,32,Preston North End,Championship
23159,T. Adamsen,WF,75,65,10,66,65,Inside Forward,44,Silkeborg,
23165,C. McCowatt,CF,75,65,10,69,65,Poacher,43,Silkeborg,
22495,N. Demartini,CD,75,65,10,62,65,Stopper,40,Barracas Central,Argentine Primera División
18595,Yanis Begraoui,CF,75,65,10,65,65,Poacher,44,Estoril,
21407,M. Løvik,WM,75,65,10,65,65,Winger,46,Parma,Serie A
21404,A. Priske,CF,75,65,10,65,65,Poacher,42,Birmingham City,Championship
19034,Jaminton Campaz,WF,75,65,10,64,65,Inside Forward,42,,
22489,João Teixeira,WF,75,65,10,67,65,Inside Forward,43,Shanghai Shenhua,
22559,A. Compagno,CF,75,65,10,65,65,Prima Punta,42,,
23172,S. Prevljak,CF,75,65,10,66,65,Poacher,43,NK Istra 1961,Croatian Football League
23178,N. Ganaus,CF,75,65,10,64,65,Poacher,43,Odense BK,
22488,E. Almendra,CM,75,65,10,64,65,Mezzala,46,Racing Club,Argentine Primera División
21401,J. Onguéné,CM,75,65,10,64,65,Mezzala,45,,
19504,Cyle Larin,WF,75,65,10,68,65,Inside Forward,41,Feyenoord,Eredivisie
20069,Gideon Mensah,CM,75,65,10,66,65,Metodista,55,Auxerre,Ligue 1
23184,F. Nicola,WF,75,65,10,66,65,Inside Forward,42,Atlético Tucumán,Argentine Primera División
23190,Afimico Pululu,CF,75,65,10,67,65,Poacher,44,Jagiellonia Białystok,Ekstraklasa
23195,K. Sezonienko,CF,75,65,10,64,65,Poacher,43,Lechia Gdańsk,
23198,Jesús Imaz,CF,75,65,10,68,65,Poacher,43,Jagiellonia Białystok,Ekstraklasa
21348,R. Esse,CF,75,65,10,66,65,Poacher,43,Crystal Palace,Premier League
21360,L. Nordås,CF,75,65,10,66,65,Poacher,43,Heerenveen,
21359,A. El Ouazzani,CF,75,65,10,65,65,Poacher,43,Braga,Liga Portugal
21579,K. Bowie,CF,75,65,10,67,65,Poacher,43,Verona,Serie A
4803,Martin Hansen,WM,75,65,10,65,65,Winger,32,Odense Boldklub,Danish Superliga
23211,C. Mena,WF,75,65,10,66,65,Inside Forward,43,Lechia Gdańsk,
22475,T. Prica,WM,75,65,10,64,65,Winger,46,IFK Norrköping,Superettan
15265,Mitchell van Bergen,CF,75,65,10,68,65,Poacher,41,FC Twente,Vrouwen Eredivisie
20194,Y. Ohashi,WF,75,65,10,64,65,Inside Forward,43,Blackburn Rovers,Championship
20195,A. Heggebø,CF,75,65,10,65,65,Poacher,43,West Bromwich Albion,Championship
20263,I. Sebaoui,WM,75,65,10,66,65,Winger,47,Sint-Truiden,
23215,C. Gammelgaard,AM,75,65,10,64,65,Trequartista,43,Vejle,
23216,Lautaro Millán,AM,75,65,10,65,65,Trequartista,42,Independiente,Argentine Primera División
21312,Javi Puado,WM,75,65,10,68,65,Winger,47,Espanyol,La Liga
22468,C. Cheng,WF,75,65,10,66,65,Inside Forward,42,Sandefjord Football,
16642,Richonell Margaret,CF,75,65,10,64,65,Prima Punta,43,Go Ahead Eagles,Eredivisie
23250,Muteb Al Mufarrij,CM,75,65,10,60,65,Metodista,47,Al Taawon,
22465,A. Ahmed Fatah,CF,75,65,10,64,65,Poacher,44,Dundee,
23275,M. Pellegrini,WM,75,65,10,64,65,Winger,46,Vélez Sarsfield,
23289,A. Ajdini,WM,75,65,10,66,65,Winger,47,Lausanne,
16655,Ridgeciano Haps,WD,75,65,10,68,65,Carrilero,41,Genoa,Serie A
23308,B. Kololli,CF,75,65,10,69,65,Poacher,44,FC Sion,Swiss Super League
23333,André Luís,CF,75,65,10,69,65,Poacher,43,Shanghai Shenhua,
23335,E. Viveros,WM,75,65,10,63,65,Winger,46,Gent,
23049,Wei Shihao,CF,75,65,10,70,65,Poacher,43,,
16615,Ricardo Rodriguez,WD,75,65,10,67,65,Lateral,51,Real Betis,La Liga
18346,Victor Olatunji,CF,75,65,10,65,65,Poacher,42,Podbrezová,
23348,A. Radwański,WF,75,65,10,65,65,Extremo,43,,
23352,F. Roncaglia,CM,75,65,10,63,65,Mezzala,44,Sarmiento,
23355,O. Hyseni,WM,75,65,10,63,65,Winger,47,,
23365,Daniel Herrera,CM,75,65,10,60,65,Metodista,45,Sportivo San Lorenzo,
23378,M. Galarza,CM,75,65,10,64,65,Metodista,47,Ba,
23380,V. Byskov,WF,75,65,10,66,65,Extremo,43,FC Midtjylland,Danish Superliga
23383,J. Bokila,CF,75,65,10,65,65,Poacher,44,Livingston FC,
23418,Zhao Yingjie,CM,75,65,10,63,65,Mezzala,46,Changchun Yatai,
23421,D. Maderner,CF,75,65,10,63,65,Poacher,44,Grazer AK,Austrian Bundesliga
23435,M. Usor,CF,75,65,10,70,65,Poacher,44,LASK Linz,Austrian Bundesliga
21578,F. Stojilković,CF,75,65,10,64,65,Poacher,43,Pisa,Serie B
23445,D. Moberg Karlsson,CF,75,65,10,67,65,Poacher,42,IFK Norrköping,Superettan
23452,J. Sypek,WF,75,65,10,65,65,Inside Forward,43,,
21279,A. Crnac,WM,75,65,10,64,65,Winger,47,Norwich City,Championship
23465,M. Chrapek,AM,75,65,10,65,65,Trequartista,43,Piast Gliwice,Ekstraklasa
23469,F. Mura,WD,75,65,10,65,65,Carrilero,40,Racing Club,Argentine Primera División
23476,Conrado,WF,75,65,10,67,65,Inside Forward,44,Oţelul Galaţi,
23479,A. Alaniz,WM,75,65,10,63,65,Winger,46,Banfield,
23501,R. Carrera,CM,75,65,10,65,65,Mezzala,46,Lanús,
23517,L. Ezeh,WM,75,65,10,66,65,Winger,47,MFK Karviná,Czech First League
23528,P. Amoako,WF,75,65,10,65,65,Extremo,43,Nordsjaelland,
22568,K. Zenón,AM,75,65,10,66,65,Trequartista,42,Boca Juniors,Liga de Voleibol Argentina – Serie A1
23537,T. Bobček,CF,75,65,10,66,65,Poacher,43,Lechia Gdańsk,
16314,Philippe Kény,CF,75,65,10,65,65,Poacher,44,FC Zürich,Swiss Super League
23550,D. Miculescu,WF,75,65,10,66,65,Inside Forward,43,FCSB,Liga I
23554,Rodrigo Nestor,CF,75,65,10,70,65,Poacher,42,Bahia,
22442,M. Di Cesare,CM,75,65,10,61,65,Metodista,46,Racing Club,Argentine Primera División
21265,E. Mahmutović,CM,75,65,10,61,65,Relayeur,46,NAC Breda,Vrouwen Eredivisie
18214,Tyler Walker,CF,75,65,10,70,65,Poacher,32,Burton Albion,League One
18213,Tyler Smith,CF,75,65,10,68,65,Poacher,32,Doncaster Rovers,
23581,D. Barbona,WM,75,65,10,64,65,Winger,46,Defensa y Justicia,Argentine Primera División
23585,L. Stojković,WF,75,65,10,66,65,Extremo,43,Dinamo Zagreb,Croatian Football League
23591,V. Taborda,WF,75,65,10,65,65,Inside Forward,42,Platense,
23605,A. Lyng,WF,75,65,10,63,65,Inside Forward,43,,
23611,L. Rose,CF,75,65,10,64,65,Poacher,43,Newcastle Jets,
23619,C. Nouck,CF,75,65,10,65,65,Poacher,43,Viborg,
23623,C. Esparragoza,CM,75,65,10,62,65,Mezzala,46,Junior,
23624,L. Villiger,CF,75,65,10,64,65,Poacher,43,FC Luzern,Swiss Super League
23632,Óscar Clemente,AM,75,65,10,66,65,Trequartista,43,Grasshoppers,
23635,G. Abrego,CM,75,65,10,65,65,Mezzala,46,Godoy Cruz,
23636,F. Ayé,CF,75,65,10,65,65,Poacher,43,Servette,
21797,N. Árevalo,CM,75,65,10,62,65,Metodista,46,Millonarios,Categoría Primera A
8871,Bambo Diaby,CD,75,65,10,69,65,Zagueiro,32,Elche,
23661,Liu Zhurun,WF,75,65,10,65,65,Inside Forward,42,,
9265,Budu Zivzivadze,CF,75,65,10,63,65,Poacher,53,Heidenheim,Bundesliga
23676,Ronivaldo,CF,75,65,10,66,65,Poacher,42,,
23680,Radhi Al Otaibi,WD,75,65,10,64,65,Carrilero,41,Al-Ettifaq,
21257,Rodrigo Conceição,WD,75,65,10,68,65,Lateral,41,Tondela,
21249,V. Jurečka,AM,75,65,10,69,65,Trequartista,43,Rizespor,
23696,C. Afalna,WF,75,65,10,63,65,Inside Forward,43,,
21241,Unai Elgezabal,CM,75,65,10,64,65,Mezzala,45,Levante,Segunda División
23700,L. Brook,CF,75,65,10,63,65,Poacher,43,Auckland City,
23701,S. Bergier,CF,75,65,10,64,65,Poacher,44,Widzew Łódz,
23709,F. Kaloč,CM,75,65,10,64,65,Mezzala,47,Ludogorets,First Professional Football League
23713,V. Dávila,CF,75,65,10,67,65,Poacher,43,América,MX Expansion League
16305,Philipp Hofmann,CF,75,65,10,68,65,Poacher,41,VfL Bochum,Bundesliga
23736,Mata,AM,75,65,10,65,65,Trequartista,43,Melbourne Victory,
23751,S. Tounekti,WM,75,65,10,64,65,Winger,47,Celtic,Scottish Premiership
23752,K. Jelacic,WM,75,65,10,64,65,Winger,47,Melbourne Victory,
23759,M. Ruhs,WM,75,65,10,61,65,Winger,47,Ba,
23762,A. Thurgate,CM,75,65,10,64,65,Mezzala,47,Western Sydney Wanderers,A-League Women
23767,E. Ekong,CF,75,65,10,65,65,Poacher,42,Malmö FF,Allsvenskan
23769,A. Layouni,WF,75,65,10,68,65,Extremo,42,BK Häcken,Allsvenskan
23774,Edu Espiau,CF,75,65,10,62,65,Poacher,43,MZKS Arka Gdynia,
23777,M. Sande,CF,75,65,10,65,65,Poacher,42,SK Brann,Eliteserien
22575,N. Butler-Oyedeji,WF,75,65,10,64,65,Inside Forward,43,Lausanne,
23781,Lukas Reich,CM,75,65,10,60,65,Mezzala,46,Germany,
23797,Edson,WF,75,65,10,68,65,Inside Forward,42,OL,
23798,C. Baltazar,CF,75,65,10,68,65,Poacher,43,Puebla,
23799,A. Bareiro,CF,75,65,10,70,65,Poacher,43,Fortaleza,
23813,A. Ademi,WF,75,65,10,69,65,Inside Forward,43,,
23814,I. Brusberg,CF,75,65,10,64,65,Poacher,42,BK Häcken,Allsvenskan
23826,Pablo Rodríguez,WF,75,65,10,66,65,Inside Forward,43,KKS Lech Poznań,Ekstraklasa
23830,D. Lončar,CM,75,65,10,62,65,Mezzala,46,Pogoń Szczecin,Ekstraklasa
23007,Mohammed Al Baqawi,CM,75,65,10,61,65,Tuttocampista,46,Al-Fayha,
23854,Martim Marques,CM,75,65,10,64,65,Mezzala,47,Lugano,
22579,J. Miritello,CF,75,65,10,62,65,Poacher,42,Defensa y Justicia,Argentine Primera División
23004,F. Gulbrandsen,CF,75,65,10,66,65,Poacher,42,OL,
16237,Pedro Mendes,CF,75,65,10,66,65,Prima Punta,43,Estrela da Amadora,
22425,J. Lukembila,WF,75,65,10,62,65,Inside Forward,43,FC Sion,Swiss Super League
23882,E. Bećirović,WM,75,65,10,63,65,Winger,46,GAIS,Allsvenskan
