Name,Nation,Club,Position,Mentality,Foot,Primary Class,Secondary Class,Model,Level,Peak,DOB,Age,YOB
Aynsley Pears,England,Blackburn Rovers,GK,Balanced,R,Acrobat,Orthodox,Shotstopper,82,
Nicholas Michalski,England,Blackburn Rovers,GK,Cautious,R,Acrobat,Aerial,Flier,77,
Joe Rankin Costello,England,Blackburn Rovers,WD ,Balanced,R,Engine,Dribbler,Tornate,84,
Harry Pickering,England,Blackburn Rovers,WD ,Balanced,L,Engine,Cover,Dynamo,83,
Callum Brittain,England,Blackburn Rovers,WD ,Balanced,R,Engine,Sprinter,Shuttler,83,
Ben Chrisene,England,Blackburn Rovers,WD ,Balanced,L,Sprinter,Engine,Shuttler,82,
Jake Batty,England,Blackburn Rovers,WD ,Balanced,L,Sprinter,Stopper,Athlete,81,
Leo Duru,England,Blackburn Rovers,WD ,Attacking,R,Sprinter,Engine,Shuttler,76,76
Scott Wharton,England,Blackburn Rovers,CD,Balanced,L,Stopper,Powerhouse,Rock,83,
Kyle McFadzean,England,Blackburn Rovers,CD,Cautious,R,Powerhouse,Commander,Marshall,83,
Dominic Hyam,Scotland,Blackburn Rovers,CD,Balanced,R,Stopper,Powerhouse,Rock,82,82
Billy Koumetio,France,Blackburn Rovers,CD,Balanced,L,Aerial,Stopper,Titan,82,
Sam Barnes,England,Blackburn Rovers,CD,Cautious,R,Aerial,Stopper,Titan,82,
Hayden Carter,England,Blackburn Rovers,CD,Balanced,R,Aerial,Powerhouse,Colossus,82,
Tom Atcheson,Northern Ireland,Blackburn Rovers,CD,Cautious,R,Aerial,Stopper,Titan,80,
Connor O'Riordan,Ireland,Blackburn Rovers,CD,Cautious,R,Aerial,Stopper,Titan,80,
Patrick Gamble,England,Blackburn Rovers,CD,Cautious,R,Aerial,Stopper,Titan,79,79
Rhys Doherty,England,Blackburn Rovers,CD,Cautious,R,Stopper,Controller,Shadow,78,
Tyrhys Dolan,England,Blackburn Rovers,WM,Attacking,R,Sprinter,Dribbler,Raider,83,
Ryan Hedges,Wales,Blackburn Rovers,WM,Attacking,L,Engine,Creator,Raumdeuter,82,
Dilan Markanday,England,Blackburn Rovers,WM,Balanced,L,Dribbler,Sprinter,Winger,81,81
Zak Gilsenan,Ireland,Blackburn Rovers,WM,Attacking,R,Creator,Dribbler,Magician,80,
Sammie Szmodics,Ireland,Blackburn Rovers,CM,Attacking,R,Engine,Creator,Raumdeuter,85,
Yasin Ayari,Sweden,Blackburn Rovers,CM,Balanced,R,Engine,Creator,Raumdeuter,83,83
John Buckley,England,Blackburn Rovers,CM,Balanced,R,Controller,Creator,Pivot,83,
Andrew Moran,Ireland,Blackburn Rovers,CM,Attacking,R,Creator,Sprinter,Livewire,83,
John Fleck,Scotland,Blackburn Rovers,CM,Balanced,L,Creator,Passer,Maestro,83,
Jake Garrett,England,Blackburn Rovers,CM,Cautious,L,Engine,Cover,Dynamo,82,82
Sondre Tronstad,Norway,Blackburn Rovers,CM,Balanced,R,Engine,Commander,Driver,82,
Rory Finneran,Ireland,Blackburn Rovers,CM,Balanced,R,Controller,Powerhouse,Orchestrator,82,
Kristi Montgomery,Scotland,Blackburn Rovers,CM,Balanced,R,Controller,Engine,Conductor,80,
James Edmondson,England,Blackburn Rovers,CM,Attacking,L,Creator,Passer,Maestro,78,
Arnor Sigurdsson,Iceland,Blackburn Rovers,WF,Attacking,R,Creator,Sprinter,Livewire,84,
Sam Gallagher,England,Blackburn Rovers,CF,Balanced,R,Engine,Powerhouse,Bison,84,
Harry Leonard,England,Blackburn Rovers,CF,Attacking,R,Striker,Engine,Poacher,82,
Semr Telalovic,Germany,Blackburn Rovers,CF,Attacking,R,Striker,Sprinter,Rocket,82,
Igor Tyjon,Poland,Blackburn Rovers,CF,Attacking,R,Striker,Engine,Poacher,79,
Jordan Rhodes,England,Blackpool,CF,Attacking,R,Striker,Aerial,Hitman,83,83
Jordan Gabriel,England,Blackpool,WD,,,Sprinter,Distributor,,,
James Husband,England,Blackpool,WD,,,Sprinter,Distributor,,,
Alex Lankshear,England,Blackpool,WD,,,Sprinter,Distributor,,,
Callum Connolly,England,Blackpool,WD,,,Stopper,Cover,,,
Dominic Thompson,England,Blackpool,WD,,,Sprinter,Distributor,,,
Will Squires,England,Blackpool,WD,,,Cover,Stopper,,,
Andy Lyons,Ireland,Blackpool,WD,,,Cover,Stopper,,,
Daniel Grimshaw,England,Blackpool,Goalkeeper,,,Stopper,Distributor,,,
Mackenzie Chapman,England,Blackpool,Goalkeeper,,,Stopper,Distributor,,,
Richard O'Donnell,England,Blackpool,Goalkeeper,,,Stopper,Distributor,,,
Matteo Spinelli,England,Blackpool,Goalkeeper,,,Stopper,Distributor,,,
Jack Moore,England,Blackpool,Central Defender,,,Stopper,Cover,,,
Dan Sassi,England,Blackpool,Central Defender,,,Stopper,Cover,,,
Kwaku Donkor,England,Blackpool,Central Defender,,,Stopper,Cover,,,
Marvin Ekpiteta,England,Blackpool,Central Defender,,,Stopper,Powerhouse,,,
Oliver Casey,England,Blackpool,Central Defender,,,Stopper,Cover,,,
Matthew Pennington,England,Blackpool,Central Defender,,,Stopper,Cover,,,
CJ Hamilton,Ireland,Blackpool,Wide Midfielder,,,Dribbler,Sprinter,,,
Dannen Francis,England,Blackpool,Wide Midfielder,,,Dribbler,Sprinter,,,
Matty Virtue,England,Blackpool,Wide Midfielder,,,Dribbler,Sprinter,,,
Oliver Norburn,Grenada,Blackpool,Central Midfielder,,,Controller,Distributor,,Captain,
Albie Morgan,England,Blackpool,Central Midfielder,,,Creator,Dribbler,,,
Tayt Trusty,England,Blackpool,Central Midfielder,,,Controller,Distributor,,,
Luke Mariette,Wales,Blackpool,Central Midfielder,,,Dribbler,Creator,,,
Rob Apter,Scotland,Blackpool,Central Midfielder,,,Distributor,Passer,,,
Ryan Finnigan,England,Blackpool,Central Midfielder,,,Controller,Distributor,,,
Sonny Carey,England,Blackpool,Central Midfielder,,,Creator,Dribbler,,,
Jake Daniels,England,Blackpool,Central Forward,,,Striker,Dribbler,,,
Kyle Joseph,Scotland,Blackpool,Central Forward,,,Striker,Powerhouse,,,
Shayne Lavery,Northern Ireland,Blackpool,Central Forward,,,Striker,Sprinter,,,
Brad Holmes,England,Blackpool,Central Forward,,,Striker,Powerhouse,,,
Jake Beesley,England,Blackpool,Wide Forward,,,Striker,Dribbler,,,
Kylian Kouassi,England,Blackpool,Wide Forward,,,Striker,Dribbler,,,
Cristian Medina,Argentina,Boca Juniors,CM,Balanced,R,Creator,Engine,Catalyst,84,84
Edinson Cavani,Uruguay,Boca Juniors,CF,Balanced,R,Sprinter,Powerhouse,Athlete,84,84
Victor Kristiansen,Denmark,Bologna,WD ,Balanced,L,Cover,Engine,Guardian,84,84
Riccardo Calfiori,Italy,Bologna,WD ,Balanced,L,Engine,Cover,Dynamo,84,84
Lewis Ferguson,Scotland,Bologna,CM,Balanced,R,Engine,Commander,Driver,87,87
Jesper Karlsson,Sweden,Bologna,WF,Attacking,R,Creator,Dribbler,Magician,84,84
Gregor Kobel,Switzerland,Borussia Dortmund,GK,Balanced,R,Acrobat,Orthodox,Shotstopper,86,86
Ian Maatsen,Netherlands,Borussia Dortmund,WD ,Attacking,L,Sprinter,Creator,Spark,85,85
Thomas Meunier,Belgium,Borussia Dortmund,WD ,Balanced,R,Cover,Engine,Guardian,85,84
Ramy Bensebaini,Algeria,Borussia Dortmund,WD ,Balanced,L,Cover,Aerial,,85,85
Julian Ryerson,Norway,Borussia Dortmund,WD ,Balanced,R,Engine,Sprinter,Shuttler,85,85
Mats Hummels,Germany,Borussia Dortmund,CD,Balanced,R,Stopper,Commander,Leader,87,88
Nico Schlotterbeck,Germany,Borussia Dortmund,CD,Cautious,L,Stopper,Aerial,Centre Back,86,86
Niklas Sule,Germany,Borussia Dortmund,CD,Cautious,R,Stopper,Aerial,Centre Back,86,86
Marius Wolf,Germany,Borussia Dortmund,WM,Balanced,R,Engine,Sprinter,Shuttler,85,85
Jamie Bynoe-Gittens,England,Borussia Dortmund,WM,Attacking,R,Dribbler,Sprinter,Winger,85,85
Thorgan Hazard,Belgium,Borussia Dortmund,WM,Attacking,R,Creator,Dribbler,Magician,85,85
Emre Can,Germany,Borussia Dortmund,CM,Balanced,R,Engine,Powerhouse,Bison,87,87
Marcel Sabitzer,Austria,Borussia Dortmund,CM,Balanced,R,Engine,Cover,Dynamo,85,85
Julian Brandt,Germany,Borussia Dortmund,CM,Attacking,R,Creator,Passer,Maestro,85,85
Salih Ozcan,Turkey,Borussia Dortmund,CM,Balanced,R,Engine,Stopper,Destroyer,85,85
Felix Nmecha,Germany,Borussia Dortmund,CM,Balanced,R,Creator,Engine,Catalyst,85,85
Jadon Sancho,England,Borussia Dortmund,WF,Attacking,R,Creator,Dribbler,Magician,88,88
Marco Reus,Germany,Borussia Dortmund,WF,Attacking,R,Creator,Striker,Fantasista,86,88
Donyell Malen,Netherlands,Borussia Dortmund,WF,Attacking,R,Creator,Striker,Fantasista,86,86
Julien Duranville,Belgium,Borussia Dortmund,WF,Attacking,R,Sprinter,Dribbler,Raider,81,81
Niclas Füllkrug,Germany,Borussia Dortmund,CF,Attacking,R,Striker,Aerial,Hitman,87,87
Sebastien Haller,Ivory Coast,Borussia Dortmund,CF,Balanced,R,Aerial,Striker,Target,86,86
Karim Adeyemi,Germany,Borussia Dortmund,CF,Balanced,L,Sprinter,Striker,Ghost,86,86
Youssoufa Moukoko,Germany,Borussia Dortmund,CF,Attacking,L,Striker,Sprinter,Rocket,85,84
Diego Costa,Spain,Botafogo,CF,Balanced,R,Powerhouse,Striker,Spearhead,79,79
Neto,Brazil,Bournemouth,GK,Balanced,R,Acrobat,Sweeper,Hawk,84,84
Ionut Radu,Romania,Bournemouth,GK,Cautious,R,Acrobat,Sweeper,Hawk,83,83
Mark Travers,Ireland,Bournemouth,GK,Cautious,R,Acrobat,Orthodox,Shotstopper,82,82
Darren Randolph,Ireland,Bournemouth,GK,Balanced,R,Acrobat,Commander,Custodian,82,82
Adam Smith,England,Bournemouth,WD ,Balanced,R,Engine,Commander,Driver,84,84
Milos Kerkez,Hungary,Bournemouth,WD ,Attacking,L,Engine,Sprinter,Shuttler,84,84
Max Aarons,England,Bournemouth,WD ,Balanced,R,Sprinter,Engine,Shuttler,83,83
Ryan Fredericks,England,Bournemouth,WD ,Balanced,R,Sprinter,Engine,Shuttler,82,83
Marcos Senesi,Argentina,Bournemouth,CD,Balanced,R,Stopper,Commander,Leader,85,85
Illya Zabarnyi,Ukraine,Bournemouth,CD,Balanced,R,Stopper,Cover,Shield,85,85
Chris Mepham,Wales,Bournemouth,CD,Balanced,R,Stopper,Cover,Shield,84,84
Lloyd Kelly,England,Bournemouth,CD,Balanced,L,Stopper,Controller,Lynchpin,83,83
James Hill,England,Bournemouth,CD,Balanced,R,Stopper,Powerhouse,Rock,82,82
David Brooks,Wales,Bournemouth,WM,Attacking,L,Dribbler,Creator,Wizard,84,84
Tyler Adams,USA,Bournemouth,CM,Balanced,R,Engine,Stopper,Destroyer,85,85
Justin Kluivert,Netherlands,Bournemouth,CM,Attacking,R,Creator,Sprinter,Livewire,85,85
Alex Scott,England,Bournemouth,CM,Balanced,R,Creator,Engine,Catalyst,84,84
Philip Billing,Denmark,Bournemouth,CM,Balanced,L,Creator,Engine,Catalyst,84,84
Ryan Christie,Scotland,Bournemouth,CM,Balanced,L,Engine,Creator,Raumdeuter,84,84
Joe Rothwell,England,Bournemouth,CM,Attacking,R,Engine,Creator,Raumdeuter,84,
Lewis Cook,England,Bournemouth,CM,Balanced,R,Engine,Controller,Box-To-Box,83,84
Romain Faivre,France,Bournemouth,CM,Balanced,L,Creator,Dribbler,Magician,83,83
Dominic Sadi,England,Bournemouth,CM,Attacking,L,Creator,Engine,Catalyst,82,82
Antoine Semenyo,Ghana,Bournemouth,WF,Attacking,R,Sprinter,Dribbler,Raider,85,84
Luis Sinisterra,Colombia,Bournemouth,WF,Attacking,R,Sprinter,Dribbler,Raider,84,84
Marcus Tavernier,England,Bournemouth,WF,Balanced,L,Creator,Dribbler,Magician,84,84
Dango Outtara,Burkina Faso,Bournemouth,WF,Attacking,L,Creator,Dribbler,Magician,84,84
Dominic Solanke,England,Bournemouth,CF,Balanced,R,Powerhouse,Striker,Spearhead,87,87
Enes Unal,Turkey,Bournemouth,CF,Attacking,R,Striker,Powerhouse,Rifle,84,84
Joao Moutinho,Portugal,Braga,CM,Balanced,R,Controller,Passer,Regista,83,85
Ricardo Horta,Portugal,Braga,WF,Attacking,R,Creator,Dribbler,Magician,85,85
Mark Flekken,Netherlands,Brentford,GK,Balanced,R,Acrobat,Distributor,All-Rounder,84,84
Thomas Strakosha,Albania,Brentford,GK,Balanced,R,Acrobat,Orthodox,Shotstopper,84,84
Aaron Hickey,Scotland,Brentford,WD ,Balanced,R,Sprinter,Cover,Flanker,85,84
Rico Henry,England,Brentford,WD ,Attacking,L,Sprinter,Engine,Shuttler,84,84
Mads Roerslev,Denmark,Brentford,WD ,Balanced,R,Engine,Sprinter,Shuttler,83,83
Ethan Pinnock,England,Brentford,CD,Cautious,L,Stopper,Aerial,Centre Back,86,86
Nathan Collins,Ireland,Brentford,CD,Balanced,R,Aerial,Powerhouse,Colossus,84,84
Kristoffer Ajer,Denmark,Brentford,CD,Balanced,R,Aerial,Engine,Boxcrasher,84,84
Mathias Jorgensen,Denmark,Brentford,CD,Balanced,R,Stopper,Commander,Leader,83,84
Ben Mee,England,Brentford,CD,Cautious,L,Stopper,Cover,Shield,81,81
Saman Ghoddos,Iran,Brentford,WM,Balanced,R,Creator,Dribbler,Magician,82,83
Michael Olakigbe,England,Brentford,WM,Balanced,R,Sprinter,Dribbler,Raider,80,80
Mathias Jensen,Denmark,Brentford,CM,Balanced,R,Controller,Engine,Conductor,86,86
Christian Norgaard,Denmark,Brentford,CM,Cautious,R,Cover,Engine,Guardian,85,85
Vitaly Janelt,Germany,Brentford,CM,Balanced,L,Engine,Commander,Driver,84,84
Frank Onyeka,Nigeria,Brentford,CM,Balanced,R,Engine,Stopper,Destroyer,84,84
Mikkel Damsgaard,Denmark,Brentford,CM,Attacking,R,Creator,Engine,Catalyst,83,83
Shandon Baptiste,Grenada,Brentford,CM,Balanced,R,Engine,Creator,Raumdeuter,83,83
Yehor Yarmoliuk,Ukraine,Brentford,CM,Balanced,R,Engine,Controller,Box-To-Box,82,82
Josh Dasilva,England,Brentford,CM,Attacking,L,Creator,Engine,Catalyst,82,82
Yoane Wissa,DR Congo,Brentford,WF,Balanced,R,Sprinter,Creator,Spark,86,86
Bryan Mbeumo,Cameroon,Brentford,WF,Attacking,L,Sprinter,Striker,Ghost,85,85
Kevin Schade,Germany,Brentford,WF,Attacking,R,Sprinter,Striker,Ghost,83,83
Keane Lewis-Potter,England,Brentford,WF,Attacking,R,Creator,Dribbler,Magician,83,83
Ivan Toney,England,Brentford,CF,Attacking,R,Aerial,Striker,Target,88,87
Jason Steele,England,Brighton,GK,Balanced,R,Acrobat,Commander,Custodian,84,83
Bart Verbruggen,Netherlands,Brighton,GK,Balanced,R,Distributor,Acrobat,Guardian,84,84
Pervis Estupinan,Ecuador,Brighton,WD ,Attacking,L,Sprinter,Cover,Flanker,85,85
Joel Veltman,Netherlands,Brighton,WD ,Balanced,R,Cover,Stopper,Cornerback,83,83
Tariq Lamptey,England,Brighton,WD ,Attacking,R,Sprinter,Cover,Flanker,82,82
Lewis Dunk,England,Brighton,CD,Balanced,R,Stopper,Controller,Lynchpin,86,86
Igor,Brazil,Brighton,CD,Balanced,L,Powerhouse,Stopper,Enforcer,85,85
Jan Paul van Hecke,Netherlands,Brighton,CD,Balanced,R,Stopper,Controller,Lynchpin,84,84
Adam Webster,England,Brighton,CD,Balanced,R,Stopper,Controller,Lynchpin,82,82
Shane Duffy,Ireland,Brighton,CD,Cautious,R,Stopper,Aerial,Centre Back,81,82
Solly March,England,Brighton,WM,Balanced,L,Creator,Engine,Catalyst,84,84
Valentin Barco,Argentina,Brighton,WM,Balanced,L,Engine,Cover,Dynamo,84,84
Julio Enciso,Paraguay,Brighton,CM,Attacking,R,Creator,Dribbler,Magician,85,85
James Milner,England,Brighton,CM,Balanced,R,Engine,Commander,Driver,84,84
Facundo Buonanotte,Argentina,Brighton,CM,Attacking,L,Creator,Engine,Catalyst,84,84
Pascal Groß,Germany,Brighton,CM,Balanced,R,Engine,Passer,Metronome,83,83
Mohmoud Dahoud,Germany,Brighton,CM,Balanced,R,Controller,Engine,Conductor,83,83
Billy Gilmour,Scotland,Brighton,CM,Balanced,R,Controller,Passer,Regista,83,83
Jakub Moder,Poland,Brighton,CM,Balanced,R,Engine,Creator,Raumdeuter,83,83
Kaoru Mitoma,Japan,Brighton,WF,Attacking,R,Dribbler,Sprinter,Winger,86,86
Simon Adingra,Ivory Coast,Brighton,WF,Attacking,R,Dribbler,Creator,Wizard,86,86
Ansu Fati,Spain,Brighton,WF,Attacking,R,Creator,Dribbler,Magician,85,86
Danny Welbeck,England,Brighton,CF,Balanced,R,Powerhouse,Striker,Spearhead,85,86
Joao Pedro,Brazil,Brighton,CF,Attacking,R,Creator,Striker,Fantasista,85,85
Evan Ferguson,Ireland,Brighton,CF,Balanced,R,Striker,Aerial,Hitman,84,84
Ethan Horvath,USA,Bristol City,GK,Cautious,R,Aerial,Orthodox,Shotstopper,83,
Stefan Bajic,France,Bristol City,GK,Balanced,R,Acrobat,Orthodox,Shotstopper,82,
Max O'Leary,Ireland,Bristol City,GK,Cautious,R,Commander,Orthodox,Overseer,80,
Cameron Pring,England,Bristol City,WD ,Balanced,L,Sprinter,Engine,Shuttler,83,
Mahlon Romeo,Antigua,Bristol City,WD ,Balanced,R,Sprinter,Engine,Shuttler,82,
George Tanner,England,Bristol City,WD ,Cautious,R,Engine,Stopper,Destroyer,81,
Zak Vyner,England,Bristol City,CD,Balanced,R,Stopper,Commander,Leader,83,83
Haydon Roberts,England,Bristol City,CD,Balanced,L,Stopper,Controller,Lynchpin,83,
Rob Dickie,England,Bristol City,CD,Cautious,R,Stopper,Aerial,Centre Back,83,
Kai Naismith,Scotland,Bristol City,CD,Balanced,L,Engine,Controller,Box-To-Box,82,
Robert Atikinson,England,Bristol City,CD,Balanced,L,Stopper,Controller,Lynchpin,81,
Raphael Araoye,Germany,Bristol City,CD,Cautious,L,Aerial,Stopper,Titan,78,
Jamie Knight-Lebel,Canada,Bristol City,CD,Cautious,R,Aerial,Stopper,Titan,74,
Jed Meerholz,England,Bristol City,CD,Balanced,L,Stopper,Controller,Lynchpin,73,73
Anis Mehmeti,Albania,Bristol City,WM,Attacking,R,Dribbler,Sprinter,Winger,83,
Raekwon Nelson,England,Bristol City,WM,Attacking,R,Sprinter,Creator,Spark,78,
Scott Twine,England,Bristol City,CM,Attacking,R,Creator,Striker,Fantasista,83,83
Matty James,England,Bristol City,CM,Balanced,R,Controller,Commander,Mastermind,83,83
Matty James,England,Bristol City,CM,Balanced,R,Controller,Engine,Conductor,83,
Jason Knight,Ireland,Bristol City,CM,Balanced,R,Engine,Stopper,Destroyer,83,
Taylor Gardner-Hickman,England,Bristol City,CM,Balanced,R,Engine,Cover,Dynamo,82,
Joe Williams,England,Bristol City,CM,Balanced,R,Engine,Stopper,Destroyer,82,
Ross McCrorie,Scotland,Bristol City,CM,Balanced,R,Engine,Commander,Driver,82,
Ayman Benarous,England,Bristol City,CM,Attacking,L,Creator,Passer,Maestro,81,
Adam Murphy,Ireland,Bristol City,CM,Balanced,R,Engine,Controller,Box-To-Box,80,80
Andy King,Wales,Bristol City,CM,Balanced,R,Engine,Commander,Driver,80,
Harry Cornick,England,Bristol City,WF,Attacking,R,Engine,Creator,Raumdeuter,83,
Sam Bell,England,Bristol City,WF,Attacking,R,Sprinter,Striker,Ghost,82,
Mark Sykes,Ireland,Bristol City,WF,Attacking,R,Creator,Striker,Fantasista,81,81
Adedira Mebude,Scotland,Bristol City,WF,Attacking,R,Sprinter,Dribbler,Raider,80,80
Tommy Conway,Scotland,Bristol City,CF,Attacking,R,Striker,Sprinter,Rocket,83,
Nahki Wells,Bermuda,Bristol City,CF,Balanced,R,Sprinter,Striker,Ghost,82,82
Tommy Backwell,England,Bristol City,CF,Attacking,R,Sprinter,Striker,Ghost,78,
James Trafford,England,Burnley,GK,Balanced,R,Distributor,Acrobat,Guardian,83,83
Lawrence Vigouroux,Chile,Burnley,GK,Balanced,L,Distributor,Acrobat,Guardian,82,83
Arijanet Muric,Kosovo,Burnley,GK,Balanced,R,Aerial,Acrobat,,81,81
Vitinho,Brazil,Burnley,WD ,Balanced,R,Sprinter,Engine,Shuttler,83,83
Matt Lowton,England,Burnley,WD ,Balanced,R,Engine,Cover,Dynamo,82,84
Charlie Taylor,England,Burnley,WD ,Balanced,L,Cover,Engine,Guardian,82,82
Lorenz Assignon,France,Burnley,WD ,Balanced,R,Sprinter,Engine,Shuttler,82,82
Dara O'Shea,Ireland,Burnley,CD,Balanced,R,Stopper,Powerhouse,Rock,83,83
Jordan Beyer,Germany,Burnley,CD,Balanced,R,Stopper,Controller,Lynchpin,83,83
Hjalmar Ekdal,Sweden,Burnley,CD,Attacking,R,Powerhouse,Aerial,Tank,82,82
Ameen Al-Dakhil,Belgium,Burnley,CD,Balanced,R,Stopper,Controller,Lynchpin,82,82
Hannes Delcroix,Belgium,Burnley,CD,Cautious,L,Cover,Powerhouse,Stalwart,81,81
Johann Berg Gudmundsson,Iceland,Burnley,WM,Balanced,L,Dribbler,Striker,Attacker,84,84
Mike Tresor,Belgium,Burnley,WM,Attacking,R,Creator,Dribbler,Magician,83,83
Jacob Bruun Larsen,Denmark,Burnley,WM,Balanced,R,Sprinter,Engine,Shuttler,83,83
Manuel Benson,Belgium,Burnley,WM,Attacking,L,Sprinter,Creator,Spark,82,82
Darko Churlinov,Macedonia,Burnley,WM,Balanced,R,Engine,Sprinter,Shuttler,82,82
Sander Berge,Norway,Burnley,CM,Cautious,R,Powerhouse,Engine,Gladiator,84,84
Aaron Ramsey,England,Burnley,CM,Balanced,R,Dribbler,Sprinter,Winger,84,84
Jack Cork,England,Burnley,CM,Cautious,R,Cover,Engine,Guardian,83,83
Josh Brownhill,England,Burnley,CM,Balanced,R,Engine,Controller,Box-To-Box,83,83
Josh Cullen,Ireland,Burnley,CM,Balanced,R,Engine,Controller,Box-To-Box,83,83
Jeff Hendrick,Ireland,Burnley,CM,Balanced,R,Engine,Passer,Metronome,82,83
Han-Noah Massengo,France,Burnley,CM,Balanced,R,Engine,Controller,Box-To-Box,82,82
Luca Koleosho,Italy,Burnley,WF,Attacking,R,Sprinter,Dribbler,Raider,83,83
Anass Zaroury,Morocco,Burnley,WF,Attacking,R,Creator,Sprinter,Livewire,83,83
Wilson Odobert,France,Burnley,WF,Attacking,R,Creator,Dribbler,Magician,83,83
Enock Agyei,Belgium,Burnley,WF,Balanced,L,Sprinter,Engine,Shuttler,80,80
David Datro Fofana,Ivory Coast,Burnley,CF,Attacking,R,Striker,Powerhouse,Rifle,85,85
Zeki Amdouni,Switzerland,Burnley,CF,Attacking,R,Creator,Dribbler,Magician,83,83
Lyle Foster,South Africa,Burnley,CF,Attacking,R,Powerhouse,Striker,Spearhead,83,83
Jay Rodriguez,England,Burnley,CF,Balanced,R,Striker,Engine,Poacher,82,82
Zito Luvumbo,Angola,Cagliari,WF,Attacking,L,Dribbler,Creator,Wizard,84,84
Joe Hart,England,Celtic,GK,Balanced,R,Orthodox,Acrobat,Wall,79,79
Liel Abada,Israel,Celtic,WF,Attacking,R,Sprinter,Creator,Spark,83,83
Adam Idah,England,Celtic,CF,Balanced,R,Sprinter,Powerhouse,Athlete,83,83
Ashley Westwood,England,Charlotte FC,CM,Balanced,R,Engine,Passer,Metronome,82,83
Dorde Petrovic,Serbia,Chelsea,GK,Cautious,R,Acrobat,Orthodox,Shotstopper,83,84
Marcus Bettinelli,England,Chelsea,GK,Balanced,R,Orthodox,Commander,Sentinel,83,83
Robert Sánchez,Spain,Chelsea,GK,Cautious,R,Acrobat,Orthodox,Shotstopper,82,82
Reece James,England,Chelsea,WD ,Balanced,R,Engine,Commander,Driver,87,87
Malo Gusto,France,Chelsea,WD ,Attacking,R,Sprinter,Engine,Shuttler,85,84
Ben Chilwell,England,Chelsea,WD ,Attacking,L,Passer,Cover,Provider,84,84
Marc Cucurella,Spain,Chelsea,WD ,Attacking,L,Sprinter,Engine,Shuttler,83,84
Ishé Samuels-Smith,England,Chelsea,WD ,Balanced,L,Sprinter,Engine,Shuttler,80,80
Zak Sturge,England,Chelsea,WD ,Balanced,L,Sprinter,Engine,Shuttler,80,80
Thiago Silva,Brazil,Chelsea,CD,Cautious,R,Stopper,Commander,Leader,88,90
Axel Disasi,France,Chelsea,CD,Attacking,R,Stopper,Engine,Train,86,86
Wesley Fofana,France,Chelsea,CD,Balanced,R,Stopper,Powerhouse,Rock,85,85
Benoit Badiashile,France,Chelsea,CD,Cautious,L,Stopper,Powerhouse,Rock,85,85
Levi Colwill,England,Chelsea,CD,Balanced,L,Stopper,Cover,Shield,85,85
Trevor Chalobah,England,Chelsea,CD,Balanced,R,Stopper,Powerhouse,Rock,83,83
Malang Sarr,France,Chelsea,CD,Balanced,L,Cover,Controller,Anchor,83,83
Alfie Gilchrist,England,Chelsea,CD,Cautious,R,Stopper,Commander,Leader,82,82
Diego Moreira,Portugal,Chelsea,WM,Attacking,L,Sprinter,Dribbler,Raider,82,82
Cole Palmer,England,Chelsea,CM,Attacking,L,Creator,Striker,Fantasista,90,89
Moises Caicedo,Ecuador,Chelsea,CM,Balanced,R,Engine,Stopper,Destroyer,87,87
Christopher Nkunku,France,Chelsea,CM,Attacking,R,Creator,Dribbler,Magician,87,87
Enzo Fernandez,Argentina,Chelsea,CM,Attacking,R,Creator,Passer,Maestro,86,86
Conor Gallagher,England,Chelsea,CM,Balanced,R,Engine,Commander,Driver,86,86
Romeo Lavia,Belgium,Chelsea,CM,Cautious,R,Controller,Engine,Conductor,84,84
Carney Chukwuemeka,England,Chelsea,CM,Attacking,R,Creator,Engine,Catalyst,84,84
Omari Hutchinson,England,Chelsea,CM,Attacking,L,Creator,Dribbler,Magician,83,83
Leo Castledine,England,Chelsea,CM,Balanced,R,Engine,Striker,Livewire,82,82
Lesley Ugochukwu,France,Chelsea,CM,Balanced,R,Engine,Powerhouse,Bison,82,82
Cesare Casadei,Italy,Chelsea,CM,Attacking,R,Creator,Striker,Fantasista,82,82
Jimi Tauriainen,Finland,Chelsea,CM,Balanced,L,Sprinter,Striker,Ghost,82,82
Michael Golding,England,Chelsea,CM,Attacking,R,Creator,Passer,Maestro,80,80
Raheem Sterling,England,Chelsea,WF,Attacking,R,Sprinter,Dribbler,Raider,86,86
Mykhaylo Mudryk,Ukraine,Chelsea,WF,Attacking,R,Sprinter,Striker,Ghost,86,84
Noni Madueke,England,Chelsea,WF,Attacking,L,Dribbler,Creator,Wizard,85,85
Nicolas Jackson,Senegal,Chelsea,CF,Balanced,L,Sprinter,Striker,Ghost,85,85
Deived Washington,Brazil,Chelsea,CF,Balanced,R,Creator,Passer,Maestro,83,83
Bradley Collins,England,Coventry City,GK,Cautious,R,Distributor,Sweeper,Libero GK,82,
Ben Wilson,England,Coventry City,GK,Balanced,R,Acrobat,Orthodox,Shotstopper,82,
Simon Moore,England,Coventry City,GK,Cautious,R,Aerial,Orthodox,Shotstopper,82,
Milan van Ewijk,Netherlands,Coventry City,WD ,Balanced,R,Sprinter,Engine,Shuttler,83,
Jake Bidwell,England,Coventry City,WD ,Balanced,L,Engine,Cover,Dynamo,83,
Jay Dasilva,Wales,Coventry City,WD ,Balanced,L,Sprinter,Creator,Spark,82,
Joel Latibeaudiere,Jamaica,Coventry City,CD,Cautious,R,Powerhouse,Commander,Marshall,83,
